ID,Customer_Years,Years_Education,Salary_Invested,Area,Children,CMV,Abandoned
4275,20.0,16,6.429367767428733,1,1,43.9,0
4276,42.0,9,21.422422422422425,4,1,286.16,0
4277,32.0,12,2.1352805534204458,1,0,624.79,0
4278,28.0,16,2.3185528609922335,4,1,-84.0,1
4279,24.0,16,1.832867060408248,1,1,49.78,0
4280,25.0,12,2.2289660946002514,1,0,-25.0,0
4281,36.0,16,2.5910244211861717,3,1,419.53,0
4282,34.0,16,3.419186827956989,2,1,568.0,0
4283,28.0,16,2.4836148912873455,1,1,-3.0,1
4284,34.0,16,3.6627628565479906,3,1,217.49,0
4285,24.0,16,2.0577102492336397,2,1,39.9,0
4286,29.0,9,12.840432503276544,3,1,54.68,0
4287,31.0,9,2.768416041889801,3,1,248.16,0
4288,19.0,9,10.695521102497846,1,1,616.0,0
4289,31.0,12,2.8121754932502596,4,1,-83.79,0
4290,25.0,12,2.137378362907842,3,0,598.55,0
4291,40.0,9,3.027220407528387,1,1,251.94,0
4292,37.0,9,3.4563246097337004,1,1,56.35,0
4293,39.0,12,2.251684131736527,2,0,22.23,0
4294,33.0,16,1.4573395623309564,4,0,41.9,0
4295,22.0,12,1.1895584288850938,3,0,-19.32,1
4296,26.0,16,2.2023588314235574,4,0,-25.0,0
4297,22.0,16,4.611944444444444,1,1,115.47,0
4298,25.0,16,2.1117855336368234,4,1,-21.0,0
4299,27.0,20,1.6306633175179088,1,0,77.56,0
4300,31.0,16,1.90365825948648,1,1,407.86,0
4301,20.0,16,2.757732768095462,4,1,-1.22,0
4302,29.0,16,2.766487542745481,4,1,356.63,0
4303,30.0,16,2.108678955453149,4,1,434.65,0
4304,29.0,16,1.434443847393874,1,0,-9.1,0
4305,28.0,12,3.8551272814601347,3,1,-40.56,0
4306,37.0,16,2.8649234458586976,4,1,-46.0,1
4307,35.0,12,1.8794722151738137,4,0,98.8,0
4308,18.0,16,2.154114223846258,1,0,29.45,0
4309,30.0,9,1.8758680555555554,2,0,479.33,0
4310,19.0,16,1.7001462446464017,1,1,366.52,1
4311,23.0,20,5.190860215053764,4,1,101.02,0
4312,22.0,16,1.7471447341823327,4,1,-47.67,0
4313,35.0,16,2.5391807658058765,4,1,384.97,0
4314,40.0,16,5.062604062604062,4,1,376.97,0
4315,37.0,20,1.646090534979424,3,1,-15.11,0
4316,39.0,12,1.5314125013265414,3,1,-41.1,1
4317,18.0,9,9.714611872146119,2,1,102.47,0
4318,27.0,16,0.7829744816586923,1,0,-6.22,0
4319,33.0,12,1.538534728829686,3,1,223.17,0
4320,32.0,12,5.40872743888508,2,1,-25.0,0
4321,29.0,12,3.135343744390594,1,1,107.24,0
4322,34.0,16,1.9729612805537533,2,1,127.24,0
4323,22.0,16,1.8452512934220253,1,0,20.34,0
4324,31.0,16,3.5226812474686104,4,1,91.36,0
4325,40.0,16,1.9302564102564101,4,1,167.03,0
4326,39.0,9,15.68701944821348,1,1,222.27,0
4327,40.0,12,1.9838159305839913,1,0,-116.35,0
4328,31.0,12,3.184303903151743,1,1,300.74,0
4329,38.0,16,1.3251148605830165,3,1,467.65,0
4330,36.0,12,2.114132929404205,3,0,482.65,0
4331,25.0,9,8.453971419076105,4,1,659.01,0
4332,26.0,12,1.8244731800766283,2,0,593.89,0
4333,34.0,16,3.5455997444497687,4,1,14.34,0
4334,32.0,12,2.8577135832821137,4,1,685.36,0
4335,32.0,9,1.8935143288084464,2,1,-8.22,0
4336,41.0,16,5.008853392768698,4,1,487.09,1
4337,40.0,12,4.366527529318227,4,1,104.36,0
4338,25.0,12,2.29221589774316,3,0,385.52,0
4339,40.0,16,1.4759197493430363,1,1,-7.21,1
4340,38.0,16,2.0326697294538025,2,1,59.68,0
4341,28.0,12,3.692261904761905,1,0,82.68,0
4342,19.0,12,3.3241167434715826,3,1,386.97,0
4343,39.0,20,5.508157211716722,3,1,107.37,1
4344,22.0,12,2.863824101068999,4,0,12.12,0
4345,21.0,12,2.6012764932562615,1,1,-99.46,0
4346,38.0,16,1.8514541387024606,1,0,459.87,0
4347,38.0,16,3.4918032786885247,2,1,332.39,0
4348,22.0,16,3.1927710843373487,4,1,62.69,0
4349,32.0,16,3.1648770190895736,4,1,345.29,0
4350,29.0,16,1.8618504435994931,1,1,390.08,0
4351,34.0,9,11.35769459298871,1,1,502.22,0
4352,41.0,12,2.423023280763867,4,1,91.69,0
4353,36.0,16,1.6180454058267564,4,0,220.27,0
4354,21.0,12,4.651549631556134,4,1,33.01,0
4355,25.0,12,1.6958189158016144,1,1,2.01,1
4356,24.0,16,2.1490665110851808,1,1,583.88,0
4357,31.0,12,1.991238670694864,3,1,390.08,1
4358,18.0,12,2.8725146198830407,1,1,-24.11,0
4359,40.0,12,1.654363001745201,3,0,347.29,0
4360,30.0,16,2.3095788392398564,4,1,112.48,1
4361,29.0,16,3.1203805342114888,4,1,184.93,0
4362,26.0,16,1.547810821974391,3,1,472.99,1
4363,32.0,12,4.4305907172995775,4,1,-171.58,0
4364,34.0,16,1.5905715208266062,4,1,472.21,0
4365,22.0,16,2.9166262528289693,3,1,446.98,0
4366,33.0,16,2.448144319747982,1,1,786.14,0
4367,20.0,16,5.127682958365658,1,1,174.26,0
4368,30.0,16,3.394197359277276,3,1,-5.76,1
4369,38.0,20,2.0440135759676488,4,1,259.96,1
4370,38.0,12,3.368994551758296,3,0,119.36,0
4371,36.0,12,2.0287249431700762,1,1,187.14,0
4372,34.0,12,4.67474879860201,4,1,478.31,0
4373,25.0,16,4.5487312572087655,1,0,-0.33,0
4374,40.0,9,15.005589879376288,4,1,1801.45,0
4375,18.0,16,1.59922014964696,3,1,-40.0,1
4376,21.0,16,2.139337808718714,4,0,-66.45,0
4377,41.0,12,2.9693426864120553,3,0,-9.0,0
4378,27.0,16,1.590255157437568,4,0,347.63,1
4379,20.0,12,1.6864425401010767,1,1,-58.78,1
4380,20.0,12,17.761387163561075,3,1,260.72,0
4381,34.0,12,2.182112718505124,4,1,-71.44,1
4382,30.0,16,3.7663337494798173,4,1,199.61,0
4383,37.0,20,1.4859507313317935,4,1,9.79,0
4384,24.0,9,2.1304940374787056,3,1,87.02,0
4385,29.0,9,2.2795888606642207,1,0,338.97,0
4386,33.0,16,2.282051282051282,1,0,-181.36,0
4387,19.0,16,3.096578690127077,4,1,-28.89,0
4388,23.0,9,5.127533085194376,1,1,-312.61,0
4389,22.0,16,2.306106389675794,4,1,375.42,0
4390,24.0,16,2.2106644564166325,2,0,-25.22,1
4391,22.0,16,2.8170778351501244,1,0,332.65,1
4392,27.0,16,2.294846634685274,3,1,-42.89,0
4393,34.0,20,1.084296178824951,4,0,273.74,1
4394,29.0,16,2.7228607918263092,4,1,-27.0,0
4395,29.0,9,1.3982113438456107,4,0,221.5,0
4396,24.0,12,2.073596176821983,3,1,143.25,0
4397,23.0,9,2.010884793620002,1,1,201.04,0
4398,40.0,9,2.283610827953335,1,0,-26.0,1
4399,41.0,12,12.535531998429525,2,0,1074.75,0
4400,34.0,16,1.9050218340611353,2,0,512.99,0
4401,38.0,9,11.265729585006694,3,0,15.01,0
4402,22.0,9,3.476695271748275,3,1,-101.68,0
4403,35.0,16,2.198873377418565,1,1,379.41,0
4404,20.0,16,4.789338471419396,4,1,335.52,0
4405,40.0,16,1.5443251838600676,1,0,-61.34,0
4406,25.0,16,1.7541726275631855,1,1,-80.01,0
4407,29.0,12,2.0677026864233223,4,1,564.32,0
4408,36.0,20,1.7380692451653148,3,1,579.88,0
4409,26.0,16,2.04411231884058,3,1,378.07,0
4410,32.0,16,1.9652007648183558,1,1,433.87,0
4411,24.0,16,7.25506072874494,1,1,616.01,0
4412,34.0,12,1.5115475139746986,4,0,171.15,0
4413,28.0,16,2.15039941902687,1,1,392.76,1
4414,22.0,16,2.9916471277842906,2,0,-2.77,0
4415,22.0,20,1.9267822736030826,4,1,-82.11,1
4416,36.0,16,2.2973980644137715,1,0,367.77,1
4417,29.0,12,11.291288566243193,3,1,1209.11,0
4418,28.0,16,2.0658168574401663,1,0,506.32,0
4419,41.0,12,1.3036089404251743,1,0,68.35,0
4420,37.0,12,7.6794073235183085,1,1,249.38,0
4421,30.0,9,2.595591343308817,3,0,862.51,0
4422,26.0,16,2.6267019296698995,3,0,774.92,0
4423,26.0,12,1.3887017631403862,4,0,-63.33,0
4424,28.0,5,1.8260168650793651,1,1,481.99,1
4425,37.0,16,3.219301146384479,4,1,428.88,1
4426,35.0,16,1.6658576051779936,4,1,415.99,1
4427,25.0,12,3.5711169284467714,1,1,-1.55,0
4428,28.0,16,1.3288502109704643,2,0,-25.0,0
4429,34.0,12,1.7461481866181943,1,0,-60.23,0
4430,32.0,16,1.7539562289562285,2,1,-39.0,1
4431,40.0,12,1.6003729818107497,1,1,-166.69,0
4432,40.0,16,3.934591642924976,1,1,381.08,1
4433,20.0,16,3.673068432671082,1,1,501.31,0
4434,27.0,12,2.6663401893568395,4,1,42.14,0
4435,26.0,9,2.1681435533894544,1,1,-0.53,1
4436,29.0,12,2.9141776937618142,2,1,387.64,0
4437,19.0,20,2.035203520352035,2,1,-80.0,1
4438,37.0,12,1.9475951903807618,1,1,375.55,1
4439,22.0,16,3.0669934640522873,1,1,-52.56,0
4440,26.0,16,1.1332209106239461,1,0,169.7,0
4441,30.0,16,1.3287112561174548,2,0,363.85,0
4442,23.0,16,2.293392905496886,3,1,38.23,1
4443,21.0,16,2.1903466344216036,4,1,30.0,1
4444,28.0,16,1.7531115478195771,4,0,167.47,0
4445,23.0,16,1.9358433734939755,4,1,307.84,0
4446,21.0,16,2.484676461858118,2,1,47.23,1
4447,26.0,16,1.3086050950128616,1,0,241.83,0
4448,39.0,12,2.7867564534231204,4,1,-25.0,0
4449,33.0,20,3.9655249608238194,1,1,319.62,0
4450,23.0,16,1.5954876488534595,1,0,-156.58,0
4451,37.0,16,1.8404761904761904,1,1,406.97,0
4452,28.0,16,3.519340974212034,3,1,-28.89,0
4453,22.0,12,2.234698370761779,1,1,276.08,1
4454,28.0,12,2.018355359765051,3,0,-25.0,0
4455,31.0,16,2.170351985559567,4,0,130.14,0
4456,30.0,12,1.8274654552337688,4,0,68.13,0
4457,20.0,12,3.0843999258022623,1,1,511.32,1
4458,30.0,12,2.0443748368572177,4,1,441.53,0
4459,30.0,16,1.801954577429404,1,1,308.4,0
4460,25.0,16,2.6076639409972744,1,1,34.56,1
4461,19.0,12,2.214708691499522,4,0,441.32,0
4462,25.0,12,1.4737481315396115,4,0,-48.45,0
4463,30.0,16,1.86415857605178,4,1,432.2,1
4464,26.0,12,1.2225169626100767,4,0,507.22,0
4465,36.0,12,5.327272727272727,1,0,46.46,0
4466,38.0,9,14.56437021572721,4,0,-204.59,0
4467,35.0,16,1.3362470862470863,1,1,410.75,1
4468,40.0,16,2.5722482435597196,4,1,351.96,0
4469,34.0,12,1.9620006495615456,4,1,156.15,0
4470,29.0,20,1.4704425663395129,2,1,411.75,1
4471,35.0,12,5.260256410256411,2,1,59.57,0
4472,36.0,16,2.442503176620076,3,1,-33.78,0
4473,21.0,12,4.972116603295311,1,1,132.14,0
4474,32.0,12,2.9054726368159196,1,1,444.54,1
4475,40.0,16,2.4426254358041533,4,1,53.01,1
4476,20.0,9,2.662466946648001,1,1,107.13,0
4477,19.0,12,5.424170616113743,1,1,111.69,0
4478,34.0,16,3.24382215007215,1,1,6.23,1
4479,24.0,12,8.06580459770115,3,1,616.11,0
4480,25.0,16,1.639377041793399,1,1,313.85,1
4481,41.0,16,5.362668315471283,3,1,-35.67,0
4482,20.0,12,3.4145840465593977,1,0,984.4,0
4483,37.0,16,1.4867272540562742,4,0,-43.32,1
4484,33.0,9,7.229653505237711,3,1,909.17,0
4485,30.0,12,2.6190075693860386,1,1,246.05,0
4486,24.0,16,1.7674319727891155,4,0,94.8,0
4487,33.0,12,2.240874655647383,4,1,224.71,0
4488,38.0,9,5.21832884097035,2,0,-60.23,0
4489,31.0,12,1.8263623911554645,1,1,236.71,0
4490,26.0,12,1.223460596000316,1,0,3.9,0
4491,34.0,12,2.2866151866151867,3,0,-106.57,0
4492,22.0,16,1.6558920267664738,3,1,-107.34,1
4493,39.0,16,2.295616717635066,1,1,364.85,0
4494,24.0,12,4.464944530443756,4,0,-67.12,0
4495,18.0,12,3.0925259792166266,4,0,-52.45,0
4496,34.0,16,2.163646126996912,4,1,57.02,0
4497,30.0,12,2.0154180238870794,2,1,207.83,0
4498,38.0,9,9.294711203897007,4,1,26.12,0
4499,38.0,9,18.31741293532338,2,0,-101.79,0
4500,23.0,16,1.9125269978401729,1,1,534.99,0
4501,41.0,12,5.76087608760876,1,1,-16.44,1
4502,40.0,12,3.8605958403597525,1,1,-83.9,0
4503,35.0,16,5.785664089950808,3,1,704.02,0
4504,35.0,20,1.3733419838523644,3,0,247.39,1
4505,35.0,16,1.4661757830762037,1,1,380.3,0
4506,23.0,12,3.097332626744391,1,1,418.31,0
4507,36.0,16,2.697413637185747,2,1,-19.89,0
4508,37.0,16,1.4524555903866248,4,0,-25.0,0
4509,20.0,16,3.501722978651874,2,1,652.24,0
4510,41.0,12,1.9074581430745814,2,0,315.51,0
4511,22.0,16,1.7871896286530429,3,0,492.43,0
4512,29.0,9,7.209383753501402,3,1,668.13,0
4513,27.0,12,2.876590330788804,1,1,46.46,0
4514,36.0,16,3.4494680851063824,4,1,411.86,1
4515,22.0,16,2.3487914558740863,4,1,-42.89,0
4516,28.0,12,1.8715225088517955,3,1,-110.0,1
4517,29.0,16,2.4230103806228374,1,1,86.02,0
4518,36.0,16,2.8198599923283467,4,1,210.28,1
4519,31.0,12,1.591388717315215,3,1,-17.22,0
4520,24.0,12,1.4604594921402658,2,0,101.9,0
4521,23.0,12,5.1148983200707345,4,1,-133.13,0
4522,18.0,16,2.4909795374742703,4,1,381.97,0
4523,20.0,12,2.3053118908382064,4,1,539.99,0
4524,26.0,16,2.051660046847948,2,0,243.04,0
4525,27.0,9,2.3542403868836983,1,1,600.45,0
4526,33.0,9,1.4726553409355363,1,0,377.52,0
4527,35.0,16,3.4882716049382716,3,1,337.18,0
4528,36.0,12,2.4588448844884487,4,1,622.46,1
4529,36.0,16,1.553303534730785,4,0,364.96,0
4530,37.0,12,1.5698056801195817,3,1,-25.0,0
4531,24.0,12,7.533580552121961,3,1,166.37,0
4532,25.0,16,6.2116124519062605,4,0,79.13,0
4533,37.0,20,1.477994868758634,1,1,460.2,0
4534,40.0,16,3.8093853820598005,4,0,698.24,0
4535,22.0,9,6.296399751707014,4,1,541.1,0
4536,24.0,16,3.2224999999999997,1,1,222.49,0
4537,21.0,12,1.8562732806395932,1,1,18.01,0
4538,35.0,20,1.6209228321400155,1,0,314.62,0
4539,31.0,16,3.8081343943412906,3,1,101.12,0
4540,34.0,16,1.4954682779456192,4,0,-16.77,1
4541,22.0,16,1.6058516750640854,2,0,173.26,0
4542,32.0,12,4.81758957654723,3,1,-25.0,0
4543,27.0,16,2.4130190796857462,4,1,470.76,1
4544,41.0,12,2.273079306071871,4,1,-131.79,1
4545,31.0,16,1.4887651426338415,4,0,-1.55,0
4546,23.0,9,4.683108108108108,2,1,-156.47,0
4547,42.0,12,1.7289774392030473,2,0,-25.0,0
4548,32.0,16,3.044564582115722,2,1,-38.0,1
4549,25.0,12,3.209705372616985,2,1,145.59,0
4550,30.0,12,5.534810835012313,3,1,102.47,0
4551,19.0,16,2.8074175406596744,3,1,142.25,0
4552,21.0,12,4.411158662228563,4,1,208.71,0
4553,38.0,16,1.5277179763186222,4,0,91.58,0
4554,33.0,16,2.394281045751634,1,0,279.28,0
4555,39.0,20,2.7193308550185877,1,1,112.24,0
4556,22.0,16,2.9414510106862366,4,1,445.21,0
4557,30.0,16,2.0127413127413125,4,1,388.19,0
4558,36.0,16,1.80257116620753,4,0,218.6,0
4559,29.0,12,9.325674325674324,4,0,588.77,0
4560,27.0,12,2.1490811731775588,3,1,180.71,0
4561,36.0,16,3.138752052545156,3,1,321.41,0
4562,21.0,16,1.4629941308475747,1,0,541.1,0
4563,28.0,16,2.6598147443217868,4,1,295.5,1
4564,29.0,12,2.184137719028589,1,0,554.55,0
4565,35.0,12,5.135835384194695,3,1,156.48,0
4566,24.0,12,0.3882991271526304,1,1,23.0,1
4567,30.0,16,1.486900206064174,4,0,453.09,0
4568,22.0,16,1.8079601990049752,2,1,-18.11,1
4569,29.0,12,2.36105722599418,1,1,-88.88,1
4570,38.0,12,1.5291768210127263,1,0,80.12,0
4571,32.0,16,3.0526375112714157,3,1,291.39,0
4572,23.0,16,5.3715905065533125,4,1,-19.89,0
4573,27.0,16,3.231528964862298,2,0,531.76,0
4574,23.0,16,4.714606111578357,1,1,420.64,0
4575,27.0,16,1.5450295745086817,1,1,122.47,0
4576,26.0,12,5.3207663782447465,3,1,-25.0,0
4577,35.0,16,4.953502415458937,4,1,401.97,0
4578,23.0,12,2.690549002475608,3,1,-111.13,0
4579,31.0,16,1.324598183088749,4,1,376.74,0
4580,28.0,12,3.104208416833667,4,1,-2.22,0
4581,35.0,12,2.61447963800905,4,1,224.38,0
4582,22.0,16,7.28307097486882,1,1,668.7,0
4583,41.0,16,1.9168421052631577,3,1,476.76,0
4584,20.0,12,1.5087511825922422,1,1,500.88,1
4585,22.0,12,3.269368489583333,4,1,-106.01,1
4586,20.0,16,2.759849221789883,4,1,39.91,1
4587,41.0,12,2.7007255139056836,2,1,57.46,0
4588,39.0,16,3.7397075186774758,1,1,619.45,1
4589,31.0,20,1.6986549112693567,4,0,375.64,0
4590,32.0,12,1.5791634590710801,3,0,-154.47,0
4591,28.0,16,2.4569432860717266,3,1,-25.0,0
4592,30.0,16,2.883333333333333,3,1,404.08,0
4593,39.0,16,1.6169196177627883,4,0,83.02,0
4594,42.0,16,2.4889952153110046,3,1,378.08,0
4595,33.0,16,5.446963722397477,4,1,-50.67,0
4596,41.0,16,2.052841556749715,3,0,153.81,0
4597,36.0,12,4.820065706343189,1,1,394.08,0
4598,38.0,12,1.890961857379768,4,1,-31.89,0
4599,37.0,16,1.6141545110750943,1,1,434.76,0
4600,26.0,16,1.3902929946879148,4,1,-55.34,0
4601,26.0,20,2.261787749287749,4,1,508.09,0
4602,24.0,12,3.9062015503875975,2,1,31.69,0
4603,22.0,12,1.7989495185293258,1,0,191.81,0
4604,33.0,16,1.421949350754093,2,0,365.95,0
4605,37.0,16,1.1883251833740833,2,1,127.14,0
4606,37.0,16,4.575031754672473,4,1,-25.0,0
4607,37.0,12,3.635761589403974,1,0,107.46,0
4608,23.0,16,2.894537587885343,3,1,-13.11,1
4609,38.0,9,7.164423508299687,1,1,-226.15,0
4610,23.0,16,2.966111111111111,2,1,-12.11,0
4611,36.0,16,1.8565229408512993,1,1,394.09,0
4612,36.0,16,1.5346235258542487,1,1,498.99,1
4613,20.0,12,1.6526019690576654,1,1,131.37,1
4614,37.0,12,2.1687881873727086,3,1,329.51,0
4615,41.0,20,3.5396999634101722,4,1,-19.33,0
4616,41.0,20,2.722194178024566,3,1,-11.22,0
4617,33.0,12,3.0222527053802772,1,1,185.15,0
4618,35.0,16,2.7148318042813457,3,1,2.56,0
4619,41.0,12,9.957203994293865,2,1,182.37,0
4620,21.0,9,11.299957752429236,1,1,268.39,0
4621,36.0,16,2.1323592150170647,4,1,371.53,0
4622,28.0,12,9.00881683731513,3,1,-11.22,0
4623,23.0,16,12.461715601611974,1,1,28.9,0
4624,23.0,16,2.5461751383995974,4,1,-47.44,1
4625,34.0,16,1.2309812336951949,4,1,-61.66,1
4626,38.0,16,1.8437141765380205,4,1,414.86,0
4627,27.0,16,1.7233463495444326,4,1,-76.9,0
4628,38.0,12,3.3883068604258195,1,0,670.47,1
4629,22.0,16,2.0051378840306175,4,1,94.69,0
4630,21.0,20,1.8022130013831252,3,1,-25.0,0
4631,34.0,16,1.710500165617754,1,0,27.02,1
4632,25.0,12,3.5762369406662717,1,1,537.77,0
4633,32.0,16,1.5293005671077502,4,0,196.71,0
4634,41.0,16,2.1813438438438437,2,1,-74.0,1
4635,25.0,16,1.972980203317282,1,1,-86.0,1
4636,39.0,16,3.227921646746348,4,1,-27.44,1
4637,38.0,20,1.3165286572495538,4,0,67.02,0
4638,24.0,12,2.6214194490056553,3,0,71.35,0
4639,32.0,12,3.426713679102214,4,1,712.02,0
4640,37.0,9,4.520377867746289,4,1,-282.05,0
4641,26.0,16,1.375562020629463,4,0,-44.67,0
4642,21.0,12,4.645919778699861,1,1,224.38,0
4643,24.0,12,1.2208667152221413,3,0,-114.35,0
4644,38.0,16,1.8538846200756192,4,1,469.77,1
4645,32.0,12,3.1959914320685434,1,1,344.07,1
4646,35.0,16,1.5478526269893174,3,1,-127.66,1
4647,30.0,12,1.6337164750957855,3,0,177.04,0
4648,19.0,12,9.363387978142077,4,1,308.61,0
4649,25.0,9,4.507818930041153,4,1,-111.46,0
4650,35.0,16,4.275435419899982,2,1,-25.0,0
4651,25.0,16,1.552799496719691,4,0,302.94,0
4652,29.0,12,2.457694962042788,3,1,189.26,0
4653,33.0,16,1.7739511584220415,1,1,316.73,0
4654,23.0,9,9.769647696476964,4,0,-224.15,0
4655,27.0,16,1.3029442830736728,1,0,-14.54,1
4656,31.0,16,1.8175458498771033,1,0,384.52,0
4657,30.0,12,1.5375136911281488,4,0,-16.22,0
4658,26.0,20,1.9289146027879278,1,1,-94.0,1
4659,37.0,16,2.369263157894737,1,1,47.46,0
4660,21.0,16,1.86378930270333,2,1,475.76,0
4661,38.0,16,5.2925756509500355,2,1,387.62,0
4662,36.0,12,4.576348278102665,1,1,-132.91,0
4663,19.0,16,2.0503197108701694,3,1,315.98,1
4664,40.0,16,1.7596650111987535,2,0,278.39,0
4665,34.0,12,2.116658558339415,2,0,128.03,0
4666,28.0,20,2.4125095347063312,1,1,-19.89,0
4667,30.0,12,6.183205409356725,1,1,-64.89,0
4668,25.0,16,2.4948487869724154,3,1,317.29,0
4669,36.0,16,1.7935994246673854,1,1,443.65,0
4670,26.0,16,3.438106103822019,4,1,127.8,0
4671,35.0,9,6.3116691285081234,1,1,251.72,0
4672,34.0,16,10.369781931464177,4,0,997.09,0
4673,26.0,12,2.321373710774632,4,0,-42.0,0
4674,25.0,12,1.9628666035950804,3,1,143.69,0
4675,23.0,16,3.9258639910813824,2,1,-75.01,0
4676,22.0,16,3.290565457897971,4,1,330.4,0
4677,20.0,12,1.730977280923188,1,1,134.49,1
4678,40.0,16,2.3472288391297442,3,1,-122.22,1
4679,25.0,12,3.31583552055993,2,1,609.01,0
4680,32.0,16,3.3857656634487983,4,1,20.45,0
4681,29.0,16,1.5014786370056499,4,1,125.25,0
4682,21.0,12,3.7387959520859146,4,1,243.16,0
4683,29.0,12,3.6929554323269667,4,1,-216.7,0
4684,20.0,12,3.031376951036989,1,1,-37.0,1
4685,31.0,16,2.27498798654493,4,1,409.2,1
4686,19.0,12,3.6547962322183776,3,1,252.72,0
4687,25.0,9,2.4806241426611795,2,1,393.63,0
4688,33.0,12,3.0170588235294122,4,1,747.03,0
4689,40.0,16,1.3731510533393099,4,0,201.82,0
4690,24.0,12,2.3424349502088018,3,1,11.23,0
4691,26.0,12,2.8432011587905133,4,1,-54.34,0
4692,41.0,16,2.5615539858728553,2,1,351.63,0
4693,34.0,12,1.6424212319046265,3,1,345.07,0
4694,18.0,12,6.889486903480445,3,1,185.05,0
4695,40.0,16,1.8414783139890045,3,0,290.85,0
4696,25.0,16,1.9948833268152781,1,1,489.87,0
4697,37.0,16,1.6759525866205969,1,1,142.26,1
4698,32.0,16,6.477417302798982,4,1,58.46,0
4699,23.0,12,2.338045977011494,1,1,-25.0,0
4700,31.0,9,11.176463473633284,2,1,384.19,0
4701,26.0,16,1.37227572225038,1,0,200.82,0
4702,20.0,16,3.851627464956047,2,1,-6.88,1
4703,39.0,12,1.945295467584624,3,1,288.84,0
4704,23.0,16,2.9966633299966636,2,1,195.94,0
4705,28.0,12,1.693193449334698,4,0,146.7,0
4706,37.0,16,2.0049175970228603,3,1,282.72,0
4707,37.0,16,3.056150793650794,4,1,375.85,0
4708,34.0,16,7.397887323943662,3,1,-59.45,0
4709,31.0,12,2.1829695767195765,3,1,300.29,0
4710,21.0,16,1.9789180588703263,1,1,-31.11,0
4711,23.0,16,3.8241410488245933,1,1,248.05,0
4712,40.0,20,3.108392564242755,1,1,337.85,1
4713,40.0,16,1.4879799935463054,4,0,268.06,0
4714,33.0,9,7.770084332001775,1,1,140.7,0
4715,35.0,9,2.5443352979698757,4,1,119.03,0
4716,39.0,16,1.3239078764035732,4,0,27.79,0
4717,20.0,12,2.212340264240849,4,1,452.53,0
4718,20.0,16,2.2141242937853107,4,1,323.4,0
4719,37.0,12,1.8831812549284666,4,1,389.41,0
4720,26.0,16,2.6904546823246007,3,1,258.05,0
4721,41.0,12,2.6850826512598296,3,1,72.57,1
4722,42.0,16,2.762076671823964,4,1,-20.0,0
4723,36.0,16,1.2838237893248494,4,0,215.94,1
4724,36.0,16,1.3329220138203355,3,0,23.9,0
4725,27.0,12,1.7751613465899183,4,0,351.19,0
4726,40.0,12,1.8434790892635988,2,1,407.19,0
4727,32.0,12,1.7854134165366613,4,1,464.65,1
4728,29.0,16,2.413360461173279,4,1,602.11,0
4729,37.0,9,2.009367396593674,2,1,-27.89,0
4730,27.0,16,3.862006079027356,3,1,229.93,0
4731,21.0,12,1.9762249577600768,4,1,592.66,0
4732,29.0,12,2.0220844212358573,4,0,201.83,0
4733,32.0,16,3.964228617106315,1,1,225.96,1
4734,27.0,16,1.5979541390554328,1,1,-30.11,1
4735,36.0,12,2.619208494208494,4,1,346.18,0
4736,28.0,16,1.5558505930253141,4,0,305.06,0
4737,26.0,16,1.8882328424562376,3,0,465.88,0
4738,22.0,12,2.105726872246696,4,1,184.47,0
4739,42.0,12,5.218427835051546,4,1,600.78,0
4740,29.0,20,1.3383512052057556,4,0,-36.99,1
4741,20.0,12,1.8477963605764174,3,1,66.57,0
4742,38.0,9,4.867386489479513,4,1,431.97,0
4743,30.0,20,1.9475357710651828,4,0,-71.0,1
4744,39.0,16,2.376304554079696,4,1,481.43,1
4745,25.0,16,3.758304498269896,4,1,-49.67,0
4746,34.0,12,1.8619676945668133,4,0,99.57,0
4747,30.0,16,2.1902853673345475,3,0,240.83,0
4748,38.0,16,1.9058666144609764,3,1,-106.99,1
4749,37.0,9,17.334195402298853,4,1,1571.76,0
4750,30.0,9,2.6161023325808874,4,1,237.5,0
4751,29.0,9,1.9462074680705859,1,0,411.76,0
4752,41.0,12,1.8287308786908576,4,0,259.5,0
4753,23.0,12,6.627681928776818,2,0,-62.34,0
4754,31.0,16,1.6734856233662914,3,1,397.43,1
4755,24.0,12,2.045692589683163,1,1,39.56,0
4756,21.0,16,1.9465780403742001,1,1,271.05,0
4757,39.0,12,2.4105205447830103,3,0,11.56,0
4758,40.0,12,1.8283250268738394,3,0,134.03,0
4759,34.0,16,2.0984223618748366,1,1,-40.0,1
4760,25.0,12,3.219265483971366,1,1,297.16,0
4761,41.0,12,4.867226368159203,4,1,339.18,0
4762,29.0,16,2.383644859813084,1,1,-35.0,1
4763,26.0,12,1.4781835954856481,4,0,202.72,0
4764,24.0,16,3.6188533877181057,4,1,51.58,0
4765,26.0,16,1.9316482734069065,1,0,10.45,0
4766,23.0,16,1.4690697674418607,3,0,239.61,0
4767,32.0,12,4.705381658429435,4,1,439.55,0
4768,29.0,12,2.571634363541121,4,1,176.71,1
4769,26.0,16,2.6406750431140673,4,1,254.93,1
4770,33.0,12,3.088130855243276,2,1,675.47,0
4771,24.0,12,2.3622669649515284,2,1,408.3,0
4772,28.0,16,2.9253892132332497,1,1,221.38,0
4773,32.0,12,1.2494538876373813,4,0,-15.11,0
4774,21.0,12,2.958695202646816,1,1,-1.41,1
4775,37.0,12,2.0694655041698256,4,1,381.19,1
