,ID,First_Policy,Education,Salary,Area,Children,CMV,Claims,Motor,Household,Health,Life,Work_Compensations,Abandoned,Education_Class,Higher_Education,Years_Education,Customer_Years,Annual_Profit,Total_Premiums,Salary_Invested,Motor_Share,Household_Share,Health_Share,Life_Share,Work_Share,Incoherent
5772,5791,1986,BSc/MSc,1892.0,4,1,594.78,0.23,313.28,250.6,183.7,4.78,51.12,0,3,1,16,30.0,19.826,803.4799999999999,3.538935870331219,38.99039179568876,31.189326430029375,22.863045750983225,0.5949121322248221,6.362323891073829,0
5773,5792,1981,PhD,1389.0,1,1,-37.33,1.02,483.87,89.45,92.35,0.0,0.0,1,4,1,20,35.0,-1.0665714285714285,665.6700000000001,3.993700503959684,72.68917030961286,13.43758919584779,13.873240494539335,0.0,0.0,0
5774,5793,1988,Basic,2400.0,3,1,28.34,0.92,528.1,49.45,36.23,3.89,10.89,0,1,0,9,28.0,1.0121428571428572,628.5600000000001,2.1825,84.01743668066692,7.86718849433626,5.7639684357897405,0.6188748886343387,1.7325315005727377,0
5775,5794,1994,Basic,549.0,4,1,304.73,0.75,18.67,919.05,78.46,236.6,74.46,0,1,0,9,22.0,13.851363636363637,1327.24,20.146326654523374,1.40667852084024,69.2452005665893,5.911515626412705,17.826466953979686,5.610138332178053,0
5776,5795,1988,Basic,2355.0,3,1,490.76,0.16,489.98,28.9,68.68,1.89,27.67,0,1,0,9,28.0,17.527142857142856,617.1199999999999,2.1837225760792633,79.39784806844699,4.683043816437647,11.129115893181233,0.3062613430127042,4.483730878921443,0
5777,5796,1986,PhD,3741.0,3,0,51.01,0.88,340.51,78.9,211.04,7.78,4.89,0,4,1,20,30.0,1.7003333333333333,643.1199999999999,1.4325937806290652,52.94657295683544,12.268316954845133,32.81502674461998,1.2097275780569725,0.760355765642493,0
5778,5797,1983,High School,1906.0,1,1,270.5,0.69,222.82,428.4,224.82,0.0,72.68,0,2,0,12,33.0,8.196969696969697,948.72,4.1479538300104934,23.486381651066697,45.15557804199342,23.697192006071337,0.0,7.660848300868539,0
5779,5798,1990,Basic,760.0,4,1,424.75,0.49,336.84,368.4,92.13,13.78,67.57,0,1,0,9,26.0,16.33653846153846,878.72,9.635087719298246,38.33302986161689,41.92461762563729,10.484568463219226,1.5681900946831755,7.689593954843407,0
5780,5799,1998,BSc/MSc,2970.0,3,1,273.39,0.53,323.95,73.35,197.26,17.56,25.56,0,3,1,16,18.0,15.188333333333333,637.6799999999998,1.7892255892255886,50.80134236607704,11.50263455024464,30.934010789110534,2.753732279513236,4.008280015054574,0
5781,5800,1978,Basic,628.0,1,1,515.0,0.39,76.57,367.3,180.59,217.04,44.34,0,1,0,9,38.0,13.552631578947368,885.84,11.754777070063694,8.643773141876636,41.463469701074686,20.386300009030975,24.50103856226858,5.00541858574912,0
5782,5801,1992,High School,2701.0,3,1,-28.67,1.01,273.83,83.9,195.37,43.23,46.9,0,2,0,12,24.0,-1.1945833333333333,643.23,1.9845427619400224,42.57108654758018,13.043545854515493,30.373272390902166,6.720768620866563,7.291326586135597,0
5783,5802,1981,BSc/MSc,2185.0,4,1,-28.11,1.0,406.52,49.45,166.92,7.89,4.78,0,3,1,16,35.0,-0.8031428571428572,635.56,2.423951182303585,63.96248977279879,7.780539996223804,26.26345270312795,1.2414248851406633,0.7520926427087924,0
5784,5803,1989,BSc/MSc,1376.0,1,1,187.25,0.72,46.01,212.25,332.73,88.24,80.68,0,3,1,16,27.0,6.935185185185185,759.9100000000001,4.602168120155039,6.054664368148859,27.930939190167255,43.785448276769614,11.611901409377424,10.617046755536839,0
5785,5804,1997,High School,2199.0,4,1,-63.23,1.06,382.85,74.45,130.47,38.23,13.56,0,2,0,12,19.0,-3.3278947368421052,639.56,2.4236774291344547,59.8614672587404,11.64081556069798,20.399962474201015,5.977547063606229,2.120207642754394,0
5786,5805,1997,Basic,3609.0,1,1,-6.44,0.98,371.07,236.15,107.91,41.23,18.56,0,1,0,9,19.0,-0.33894736842105266,774.92,1.7893229888242355,47.88494296185413,30.47411345687297,13.925308418933568,5.320549217983792,2.3950859443555466,0
5787,5806,1988,BSc/MSc,1632.0,3,1,421.3,0.34,352.4,93.9,208.15,12.89,11.78,0,3,1,16,28.0,15.046428571428573,679.1199999999999,3.467728758169934,51.89068205913535,13.826716927788906,30.649958770173168,1.8980445282129819,1.7345977146895983,0
5788,5807,1986,PhD,1872.0,4,1,36.01,0.91,349.51,64.45,140.25,37.34,61.01,0,4,1,20,30.0,1.2003333333333333,652.5600000000001,2.9049145299145303,53.55982591639082,9.876486453352948,21.492276572269216,5.722079195782763,9.349331862204242,0
5789,5808,1989,High School,2982.0,1,1,390.54,0.24,515.32,0.0,65.9,5.89,3.89,1,2,0,12,27.0,14.464444444444446,591.0,1.6515761234071094,87.19458544839256,0.0,11.150592216582066,0.9966159052453467,0.6582064297800339,0
5790,5809,1993,High School,1856.0,1,1,503.55,0.13,484.98,43.9,80.35,0.89,0.0,1,2,0,12,23.0,21.893478260869564,610.12,2.739403735632184,79.48928079722022,7.195305841473807,13.16954041827837,0.14587294302760112,0.0,0
5791,5810,1980,Basic,962.0,4,1,279.16,0.68,8.67,476.75,138.36,154.03,172.59,0,1,0,9,36.0,7.754444444444445,950.4,8.232848232848234,0.9122474747474747,50.16308922558923,14.55808080808081,16.20686026936027,18.159722222222225,0
5792,5811,1988,BSc/MSc,1293.0,4,1,-38.78,1.02,212.93,206.15,103.13,147.25,79.46,0,3,1,16,28.0,-1.385,748.9200000000001,4.826759474091261,28.43160818244939,27.526304545211772,13.770496181167546,19.661646103722692,10.609944987448591,0
5793,5812,1981,High School,3989.0,2,0,-40.78,1.01,150.25,624.0,162.92,30.34,135.69,0,2,0,12,35.0,-1.1651428571428573,1103.2,2.304671179075792,13.61947063089195,56.56272661348803,14.767947788252355,2.7501812907904277,12.299673676577228,0
5794,5813,1979,Basic,858.0,4,0,-67.12,1.05,32.56,290.05,134.47,42.12,322.95,0,1,0,9,37.0,-1.8140540540540542,822.1500000000001,7.985139860139862,3.9603478683938453,35.279450221978955,16.355896126011064,5.123152709359605,39.281153074256515,0
5795,5814,1995,BSc/MSc,3735.0,1,0,-7.32,0.97,414.41,13.9,142.25,0.0,3.78,0,3,1,16,21.0,-0.3485714285714286,574.3399999999999,1.281436858545292,72.15412473447785,2.420169237733747,24.767559285440683,0.0,0.6581467423477383,0
5796,5815,1990,High School,1068.0,4,1,40.57,0.92,223.71,305.6,240.49,18.67,46.9,0,2,0,12,26.0,1.5603846153846155,835.37,6.518180399500624,26.779750290290533,36.58259214479811,28.788441050073622,2.2349378119875025,5.614278702850234,0
5797,5816,1990,Basic,1120.0,4,1,-386.18,1.42,39.23,348.95,79.57,191.48,208.93,0,1,0,9,26.0,-14.853076923076923,868.1600000000001,6.45952380952381,4.518752303722815,40.19420383339476,9.165361223737559,22.05584224106155,24.065840398083303,0
5798,5817,1985,High School,3484.0,1,1,667.23,0.35,261.16,585.1,82.35,121.8,14.67,0,2,0,12,31.0,21.523548387096774,1065.0800000000002,2.54755070799847,24.520223832951515,54.934840575355835,7.731813572689374,11.435760694032371,1.377361324970894,0
5799,5818,1992,High School,2826.0,1,1,456.32,0.24,517.32,60.0,66.79,4.89,0.0,1,2,0,12,24.0,19.013333333333332,649.0,1.9137768341589998,79.71032357473035,9.244992295839753,10.291217257318953,0.7534668721109399,0.0,0
5800,5819,1989,High School,4745.0,4,0,250.05,0.65,249.38,221.7,274.94,14.78,25.67,0,2,0,12,27.0,9.261111111111111,786.4699999999999,1.3812258517737968,31.708774651289946,28.189250702506136,34.958739684921234,1.8792833801670759,3.2639515811156183,0
5801,5820,1984,BSc/MSc,2892.0,4,1,-116.78,1.17,463.53,0.0,124.69,9.89,16.89,1,3,1,16,32.0,-3.649375,615.0,1.7721300138312586,75.37073170731708,0.0,20.27479674796748,1.608130081300813,2.7463414634146344,0
5802,5821,1984,BSc/MSc,3601.0,3,0,225.95,0.57,269.94,8.9,287.72,21.67,0.0,1,3,1,16,32.0,7.0609375,588.2299999999999,1.3612653892437285,45.89021301191711,1.5130136171225546,48.91284021556196,3.683933155398399,0.0,0
5803,5822,1995,BSc/MSc,3771.0,1,0,231.16,0.6,281.61,82.25,227.82,24.67,25.45,0,3,1,16,21.0,11.007619047619048,641.8000000000001,1.4182798550340319,43.878155188532254,12.815518853225303,35.49703957619196,3.843876597070738,3.965409784979744,0
5804,5823,1998,Basic,2182.0,3,1,89.25,0.83,169.7,107.25,303.39,48.23,41.23,0,1,0,9,18.0,4.958333333333333,669.8,2.5580507179957226,25.335921170498654,16.012242460435953,45.295610630038816,7.200656912511197,6.155568826515378,0
5805,5824,1987,High School,4562.0,4,0,301.05,0.58,108.91,236.7,359.29,49.01,29.45,0,2,0,12,29.0,10.38103448275862,783.3600000000001,1.4309513371328366,13.902930964052285,30.215992647058815,45.86524714052287,6.256382761437908,3.7594464869281037,0
5806,5825,1991,Basic,371.0,4,0,-34.67,1.01,87.46,230.6,197.26,74.57,171.7,0,1,0,9,25.0,-1.3868,761.5899999999999,17.106693620844563,11.483869273493612,30.278758912275638,25.901075381767097,9.791357554589739,22.54493887787392,0
5807,5826,1976,BSc/MSc,2688.0,2,1,-44.0,1.03,526.1,40.0,46.01,0.0,0.0,1,3,1,16,40.0,-1.1,612.11,1.8976624503968254,85.94860400908334,6.5347731616866245,7.516622829230039,0.0,0.0,0
5808,5827,1983,High School,2620.0,1,1,-109.99,1.17,384.63,0.0,135.47,43.23,1.78,1,2,0,12,33.0,-3.333030303030303,565.11,1.7974236641221375,68.06285501937676,0.0,23.972323972323974,7.649838084620693,0.31498292367857583,0
5809,5828,1997,BSc/MSc,1772.0,3,1,-15.11,0.99,467.2,177.25,88.46,0.0,16.89,1,3,1,16,19.0,-0.7952631578947368,749.8000000000001,3.5261474793077507,62.309949319818614,23.63963723659642,11.797812750066683,0.0,2.2526006935182714,0
5810,5829,1992,High School,2537.0,1,1,645.91,0.21,257.27,318.4,176.81,8.78,86.46,0,2,0,12,24.0,26.912916666666664,847.72,2.7845224017868873,30.348464115509838,37.55957155664606,20.857122634832255,1.0357193412919359,10.199122351719907,0
5811,5830,1994,BSc/MSc,1203.0,1,1,393.09,0.47,291.72,234.5,153.25,17.67,90.46,0,3,1,16,22.0,17.867727272727272,787.6,5.455804932114159,37.0391061452514,29.773996952767902,19.457846622651093,2.2435246317927886,11.48552564753682,0
5812,5831,1997,High School,1650.0,4,1,515.1,0.36,202.15,309.5,292.61,36.45,8.0,0,2,0,12,19.0,27.110526315789475,848.71,4.2864141414141415,23.818501019193835,36.46710890645804,34.477029845294624,4.294753213700793,0.9426070153527119,0
5813,5832,1980,Basic,1243.0,1,1,594.55,0.43,51.9,619.55,324.95,45.12,54.01,0,1,0,9,36.0,16.515277777777776,1095.5299999999997,7.344663448645748,4.737433023285534,56.55253621534783,29.661442406871565,4.11855448960777,4.930033864887315,0
5814,5833,1983,High School,2483.0,1,1,388.98,0.27,415.08,0.0,140.25,13.78,1.0,1,2,0,12,33.0,11.787272727272727,570.1099999999999,1.9133776345818228,72.8070021574784,0.0,24.600515689954573,2.41707740611461,0.17540474645243903,0
5815,5834,1992,BSc/MSc,4486.0,1,0,-68.12,1.06,380.07,212.25,147.36,17.78,25.34,0,3,1,16,24.0,-2.8383333333333334,782.8,1.4541536632486254,48.55263157894737,27.114205416453757,18.824731732243233,2.2713336739908025,3.2370975983648442,0
5816,5835,1986,Basic,970.0,2,0,337.85,0.59,70.68,362.85,296.5,77.68,80.57,0,1,0,9,30.0,11.261666666666667,888.28,7.631271477663231,7.956950511100104,40.848606295312294,33.37911469356509,8.744990318368083,9.070338181654433,0
5817,5836,1989,High School,3136.0,1,1,-31.0,1.01,501.76,29.45,69.79,16.78,10.78,0,2,0,12,27.0,-1.1481481481481481,628.56,1.6702806122448979,79.82690594374444,4.68531246022655,11.10315642102584,2.669593992618048,1.7150311823851343,0
5818,5837,1978,PhD,3011.0,4,1,389.19,0.43,446.75,148.35,112.02,22.56,0.0,1,4,1,20,38.0,10.241842105263158,729.68,2.0194841138049373,61.225468698607614,20.330829952856046,15.351935094836094,3.091766253700252,0.0,0
5819,5838,1979,PhD,2202.0,4,1,458.99,0.17,546.88,0.0,49.23,0.0,10.89,1,4,1,20,37.0,12.405135135135135,607.0,2.297154102331214,90.09555189456343,0.0,8.110378912685338,0.0,1.7940691927512358,0
5820,5839,1977,PhD,2872.0,4,1,459.76,0.18,503.76,10.0,93.35,0.0,0.0,1,4,1,20,39.0,11.788717948717949,607.11,1.7615772980501394,82.97672579927855,1.6471479633015433,15.376126237419907,0.0,0.0,0
5821,5840,1981,High School,3060.0,4,0,70.24,0.91,106.13,605.1,161.92,104.91,94.02,0,2,0,12,35.0,2.0068571428571427,1072.08,2.9196078431372547,9.899447802402806,56.44168345645848,15.103350496231624,9.785650324602642,8.769867920304456,0
5822,5841,1985,Basic,983.0,4,1,559.0,0.24,226.6,240.6,183.48,78.46,38.34,0,1,0,9,31.0,18.032258064516128,767.48,6.506273312987454,29.525199353729086,31.349351123156303,23.90681190389326,10.223067702089955,4.995569917131391,0
5823,5842,1992,BSc/MSc,1269.0,1,1,367.19,0.35,353.29,38.9,193.26,0.89,20.78,0,3,1,16,24.0,15.299583333333333,607.12,3.9868662989230366,58.191131901436286,6.4073000395309,31.832257214389248,0.1465937541178021,3.422717090525761,0
5824,5843,1980,BSc/MSc,1889.0,4,1,360.52,0.33,410.52,0.0,146.25,19.56,25.67,1,3,1,16,36.0,10.014444444444443,601.9999999999999,2.6557261337568376,68.19269102990035,0.0,24.29401993355482,3.249169435215947,4.264119601328905,0
5825,5844,1982,BSc/MSc,3721.0,1,0,204.04,0.68,261.27,167.25,156.03,76.46,61.79,0,3,1,16,34.0,6.001176470588235,722.8,1.6187404819492965,36.14692861095739,23.13918096292197,21.586884338682903,10.57830658550083,8.548699501936913,0
5826,5845,1986,BSc/MSc,1113.0,2,1,376.96,0.07,366.07,30.0,0.0,20.56,14.67,0,3,1,16,30.0,12.565333333333333,431.3,3.229260257562144,84.87595641085092,6.955715279387897,0.0,4.766983538140504,3.401344771620682,0
5827,5846,1994,BSc/MSc,4096.0,3,0,-17.89,0.99,449.75,49.45,104.02,7.78,34.56,0,3,1,16,22.0,-0.8131818181818182,645.56,1.3133951822916665,69.66819505545574,7.660016110043993,16.113142078195676,1.2051552140777002,5.353491542226905,0
5828,5847,1985,High School,3812.0,1,0,273.5,0.45,237.71,0.0,222.71,60.79,18.78,0,2,0,12,31.0,8.82258064516129,539.99,1.1804608254634488,44.0211855775107,0.0,41.24335635845108,11.257615881775589,3.4778421822626346,0
5829,5848,1990,BSc/MSc,1370.0,3,1,-83.23,1.07,80.68,293.4,235.49,75.46,133.69,0,3,1,16,26.0,-3.2011538461538462,818.72,4.980048661800486,9.854406879030682,35.83642759429353,28.763191323040843,9.216826265389875,16.329147938245065,0
5830,5849,1995,Basic,1656.0,1,1,477.09,0.29,356.29,133.35,196.48,22.67,0.0,1,1,0,9,21.0,22.718571428571426,708.79,3.5667773752012883,50.267357045105044,18.813753015702815,27.7204813837667,3.1984085554254436,0.0,0
5831,5850,1989,High School,2318.0,1,1,-10.0,0.98,440.64,39.45,106.91,4.78,19.78,0,2,0,12,27.0,-0.37037037037037035,611.56,2.198590739142939,72.05180194911375,6.4507162011904,17.481522663352738,0.7816076918045655,3.234351494538558,0
5832,5851,1989,Basic,1980.0,3,1,457.42,0.46,143.47,338.95,220.04,88.46,110.13,0,1,0,9,27.0,16.941481481481482,901.05,3.7922979797979797,15.922534820487211,37.61722434937018,24.420398424060817,9.817435214472004,12.222407191609788,0
5833,5852,1989,BSc/MSc,1637.0,4,1,-88.56,1.11,350.29,0.0,201.15,11.89,21.67,1,3,1,16,27.0,-3.2800000000000002,585.0,2.9780085522296886,59.87863247863249,0.0,34.38461538461539,2.032478632478633,3.7042735042735044,0
5834,5853,1982,BSc/MSc,1967.0,1,1,33.11,0.91,477.09,70.0,101.24,11.89,14.78,0,3,1,16,34.0,0.9738235294117646,674.9999999999999,2.8596847991865784,70.68,10.370370370370372,14.99851851851852,1.7614814814814819,2.18962962962963,0
5835,5854,1983,BSc/MSc,1743.0,1,1,-33.11,1.01,511.54,19.45,65.68,0.0,9.89,1,3,1,16,33.0,-1.0033333333333334,606.5600000000001,2.8999808758844905,84.334608282775,3.2066077552097068,10.828277499340544,0.0,1.6305064626747559,0
5836,5855,1995,PhD,2982.0,3,1,471.54,0.22,515.54,50.0,80.46,0.0,0.0,1,4,1,20,21.0,22.454285714285714,646.0,1.8052761010507488,79.80495356037152,7.739938080495357,12.455108359133126,0.0,0.0,0
5837,5856,1983,BSc/MSc,1647.0,1,1,358.31,0.54,167.92,307.85,261.05,81.46,11.0,0,3,1,16,33.0,10.857878787878787,829.28,4.195911758753288,20.248890603897358,37.1225641520355,31.479114412502412,9.822978969708663,1.326451861856068,0
5838,5857,1980,PhD,1454.0,1,1,95.57,0.83,419.19,123.9,137.47,11.67,0.0,1,4,1,20,36.0,2.654722222222222,692.23,3.9673888124713437,60.55646244745243,17.898675295783196,19.859006399607065,1.685855857157303,0.0,0
5839,5858,1993,High School,2884.0,3,1,502.99,0.1,543.99,0.0,51.12,0.0,5.0,1,2,0,12,23.0,21.86913043478261,600.11,1.7340210355987054,90.64838113012614,0.0,8.518438286314176,0.0,0.8331805835596806,0
5840,5859,1981,Basic,880.0,2,1,171.04,0.76,172.59,322.85,212.15,70.57,47.12,0,1,0,9,35.0,4.886857142857143,825.2800000000001,7.815151515151516,20.912902287708413,39.12005622334238,25.7064269096549,8.551037223730127,5.709577355564171,0
5841,5860,1977,High School,1716.0,3,1,-40.89,1.02,277.83,98.35,211.93,31.34,47.23,0,2,0,12,39.0,-1.0484615384615386,666.68,3.2375679875679872,41.673666526669464,14.752204955900883,31.788864222715553,4.7009059818803625,7.084358312833744,0
5842,5861,1987,PhD,1546.0,4,1,-50.44,1.05,501.65,0.0,84.57,7.89,0.0,1,4,1,20,29.0,-1.7393103448275862,594.11,3.2024040534713243,84.43722542963424,0.0,14.234737674841359,1.3280368955243977,0.0,0
5843,5862,1987,BSc/MSc,3570.0,2,0,102.9,0.82,414.3,128.9,133.58,17.67,18.67,0,3,1,16,29.0,3.548275862068966,713.12,1.6646125116713353,58.09681400044874,18.07549921471842,18.731770249046445,2.4778438411487547,2.618072694637649,0
5844,5863,1983,BSc/MSc,2606.0,1,1,469.87,0.24,457.64,54.45,102.24,0.0,43.23,1,3,1,16,33.0,14.238484848484848,657.5600000000001,2.102711690969558,69.59669079627714,8.280613175983941,15.548391021351662,0.0,6.574305006387249,0
5845,5864,1986,BSc/MSc,2502.0,1,1,378.99,0.23,522.21,0.0,58.9,0.0,0.0,1,3,1,16,30.0,12.633000000000001,581.11,1.9354849453770318,89.86422536180758,0.0,10.135774638192425,0.0,0.0,0
5846,5865,1993,BSc/MSc,2687.0,3,1,-136.0,1.2,499.76,0.0,84.46,0.0,15.89,1,3,1,16,23.0,-5.913043478260869,600.11,1.8611524624736384,83.27806568795721,0.0,14.074086417490125,0.0,2.6478478945526653,0
5847,5866,1980,Basic,1651.0,1,1,-25.0,1.0,366.18,112.25,153.25,26.45,7.67,0,1,0,9,36.0,-0.6944444444444444,665.8000000000001,3.3605895416919043,54.998498047461695,16.859417242415137,23.017422649444274,3.972664463802943,1.1519975968759386,0
5848,5867,1995,High School,2805.0,1,1,428.42,0.35,425.08,133.35,115.91,11.78,16.56,0,2,0,12,21.0,20.400952380952383,702.6799999999998,2.087581699346405,60.49410827119031,18.977343883417774,16.495417544259126,1.676438777252804,2.3566915238800026,0
5849,5868,1995,BSc/MSc,3355.0,1,1,370.52,0.36,422.97,72.25,99.13,0.89,26.56,0,3,1,16,21.0,17.643809523809523,621.8,1.5444610034773967,68.02348021871985,11.619491798005791,15.94242521711161,0.14313284014152464,4.271469926021229,0
5850,5869,1983,High School,1338.0,4,0,990.29,0.28,149.36,1031.85,161.92,16.56,57.79,0,2,0,12,33.0,30.008787878787878,1417.48,8.828350772296961,10.537009340519797,72.79467787905295,11.423088861923977,1.1682704517876794,4.07695346671558,0
5851,5870,1998,High School,3718.0,4,1,-91.79,1.11,269.83,62.8,169.81,87.35,20.56,0,2,0,12,18.0,-5.099444444444445,610.3499999999999,1.368006993006993,44.20906037519457,10.289178340296552,27.821741623658564,14.311460637339232,3.3685590235111,0
5852,5871,1986,BSc/MSc,1572.0,1,1,349.4,0.47,194.48,132.8,337.84,16.67,30.45,0,3,1,16,30.0,11.646666666666667,712.2399999999999,3.7756573367260384,27.305402673256207,18.645400426822423,47.43344939907897,2.340503201168146,4.2752442996742674,0
5853,5872,1977,Basic,2837.0,1,1,547.0,0.28,238.71,259.5,178.7,96.24,22.45,0,1,0,9,39.0,14.025641025641026,795.6000000000001,2.336975678533663,30.00377073906485,32.61689291101055,22.46103569632981,12.09653092006033,2.8217697335344387,0
5854,5873,1976,Basic,1540.0,1,0,698.03,0.45,86.57,887.95,164.92,134.36,30.56,0,1,0,9,40.0,17.45075,1304.3600000000001,7.058225108225109,6.636971388267042,68.07553129504124,12.643748658345851,10.300837192186206,2.3429114661596486,0
5855,5874,1996,BSc/MSc,3428.0,1,0,-58.45,1.04,222.71,212.25,223.82,64.68,31.23,0,3,1,16,20.0,-2.9225000000000003,754.69,1.8346217425126412,29.51012998714704,28.12413043766314,29.657210245266263,8.570406392028515,4.138122937895029,0
5856,5875,1984,PhD,898.0,1,1,313.4,0.61,331.95,340.05,187.37,12.67,0.0,1,4,1,20,32.0,9.79375,872.04,8.092427616926503,38.06591440759598,38.99477088206964,21.486399706435485,1.4529150038989036,0.0,0
5857,5876,1982,BSc/MSc,1109.0,1,1,140.15,0.77,225.93,131.7,295.5,42.34,8.89,0,3,1,16,34.0,4.122058823529412,704.36,5.292756236850015,32.07592708274178,18.697824975864613,41.952978590493494,6.011130671815549,1.262138679084559,0
5858,5877,1984,High School,3047.0,4,0,728.24,0.14,423.19,330.05,62.79,16.56,40.34,0,2,0,12,32.0,22.7575,872.93,2.3874029099660867,48.479259505344075,37.8094463473589,7.193016622180473,1.8970593289267181,4.621218196189844,0
5859,5878,1987,High School,2103.0,2,1,9.34,0.95,381.96,138.35,167.03,8.89,25.45,0,2,0,12,29.0,0.3220689655172414,721.68,2.859724203518782,52.92650482208181,19.17054650260503,23.144607028045673,1.231847910431216,3.526493736836271,0
5860,5879,1997,PhD,3888.0,1,0,-4.44,0.98,290.39,398.95,175.7,18.56,20.56,0,4,1,20,19.0,-0.2336842105263158,904.1599999999999,1.9379286694101505,32.117103167580964,44.123827641125466,19.43240134489471,2.052734029375332,2.273933817023536,0
5861,5880,1983,High School,1215.0,4,1,99.69,0.81,412.19,83.35,110.91,41.34,18.78,0,2,0,12,33.0,3.020909090909091,666.5699999999999,4.571810699588477,61.83746643263274,12.504313125403183,16.63891264233314,6.201899275394934,2.817408524236015,0
5862,5881,1994,High School,3188.0,1,1,-101.12,1.09,222.04,318.95,254.38,65.9,0.0,1,2,0,12,22.0,-4.596363636363637,861.27,2.2513331242158094,25.780533398353594,37.0325217411497,29.53545345826512,7.6514914022315885,0.0,0
5863,5882,1990,BSc/MSc,1941.0,3,1,492.32,0.24,352.4,117.8,160.92,0.0,53.12,1,3,1,16,26.0,18.935384615384613,684.24,2.9376609994848017,51.5023968198293,17.216181456798786,23.518063837250086,0.0,7.763357886121828,0
5864,5884,1993,BSc/MSc,3088.0,2,0,-50.21,1.04,345.4,0.0,216.82,7.0,15.89,1,3,1,16,23.0,-2.1830434782608696,585.11,1.5789885578583764,59.03163507716497,0.0,37.05628001572354,1.1963562407068755,2.715728666404608,0
5865,5885,1979,High School,3332.0,4,1,-31.0,1.01,398.63,33.9,131.47,25.56,31.56,0,2,0,12,37.0,-0.8378378378378378,621.1199999999999,1.5534213685474187,64.1792246264812,5.45788253477589,21.16660226687275,4.11514683153014,5.081143740340031,0
5866,5886,1998,BSc/MSc,4043.0,3,0,-79.9,1.09,190.37,43.9,319.95,10.78,44.12,0,3,1,16,18.0,-4.438888888888889,609.12,1.2555033391046253,31.25328342526924,7.207118465983714,52.52659574468085,1.76976622012083,7.243236143945363,0
5867,5887,1994,BSc/MSc,3387.0,3,0,136.71,0.7,197.26,0.0,266.05,29.45,81.35,1,3,1,16,22.0,6.21409090909091,574.11,1.412533215234721,34.3592691296093,0.0,46.34129348034349,5.129678981379874,14.169758408667327,0
5868,5888,1985,BSc/MSc,3573.0,4,0,-63.45,1.06,218.93,111.7,281.83,22.45,38.45,0,3,1,16,31.0,-2.046774193548387,673.3600000000001,1.5704823211120444,32.51306878935487,16.588451942497322,41.85428299869311,3.334026375193061,5.710169894261613,0
5869,5889,1993,BSc/MSc,2893.0,3,0,43.0,0.9,564.44,75.0,19.56,7.0,4.0,0,3,1,16,23.0,1.8695652173913044,670.0,1.929945846295656,84.244776119403,11.194029850746269,2.919402985074627,1.0447761194029852,0.5970149253731344,0
5870,5890,1980,High School,3405.0,2,1,257.83,0.75,229.71,672.9,178.7,6.0,53.12,0,2,0,12,36.0,7.161944444444444,1140.4299999999998,2.7910670582476746,20.142402427154675,59.00405987215349,15.669528160430716,0.5261173417044449,4.657892198556685,0
5871,5891,1994,High School,1333.0,1,0,-191.03,1.15,70.68,641.8,209.93,72.57,93.46,0,2,0,12,22.0,-8.683181818181819,1088.44,6.804451112778195,6.493697401786043,58.965124398221306,19.28723677924369,6.667340413803241,8.58660100694572,0
5872,5892,1994,BSc/MSc,1057.0,3,1,376.53,0.49,183.59,268.95,227.71,56.9,51.01,0,3,1,16,22.0,17.115,788.16,6.213812677388836,23.29349370686155,34.12378197320341,28.891341859520914,7.2193463256191635,6.4720361347949655,0
5873,5893,1996,Basic,3512.0,4,0,288.07,0.6,92.46,229.5,265.16,83.57,117.91,0,1,0,9,20.0,14.4035,788.6,1.8712034927866363,11.724575196550848,29.102206441795587,33.62414405275172,10.597260968805477,14.951813340096374,0
5874,5894,1989,BSc/MSc,2161.0,4,1,-61.0,1.06,471.09,0.0,107.02,7.0,0.0,1,3,1,16,27.0,-2.259259259259259,585.11,2.2563242326083603,80.51306591922885,0.0,18.29057784006426,1.1963562407068755,0.0,0
5875,5895,1977,BSc/MSc,3671.0,1,0,-25.0,1.0,172.7,398.95,255.27,39.23,43.01,0,3,1,16,39.0,-0.6410256410256411,909.16,2.0638336511395625,18.995556337718334,43.881165031457606,28.077566104976025,4.314972062123278,4.730740463724757,0
5876,5896,1990,BSc/MSc,3115.0,3,0,223.6,0.61,158.14,39.45,325.95,56.01,51.01,0,3,1,16,26.0,8.6,630.56,1.68689138576779,25.079294595280388,6.256343567622431,51.69214666328343,8.882580563308805,8.089634610504948,0
5877,5897,1981,BSc/MSc,1960.0,2,1,284.07,0.57,138.47,170.6,294.5,77.68,40.23,0,3,1,16,35.0,8.116285714285715,721.48,3.067517006802721,19.192493208404944,23.645839108499196,40.81887231801297,10.766757221267396,5.57603814381549,0
5878,5898,1977,Basic,1988.0,4,1,569.66,0.33,120.8,368.95,173.7,169.81,55.9,0,1,0,9,39.0,14.606666666666666,889.16,3.72719651240778,13.585856313824285,41.49421926312475,19.535291736020515,19.097800170947863,6.286832516082595,0
5879,5899,1985,PhD,2670.0,1,1,307.95,0.45,308.06,25.0,207.15,30.45,30.34,0,4,1,20,31.0,9.933870967741935,601.0000000000001,1.8757802746566794,51.25790349417636,4.1597337770382685,34.467554076539095,5.066555740432611,5.048252911813643,0
5880,5900,1986,BSc/MSc,2457.0,1,1,295.84,0.63,371.07,310.6,122.58,4.0,50.23,0,3,1,16,30.0,9.861333333333333,858.4800000000001,2.911680911680912,43.22407045009784,36.18022551486348,14.278725188705616,0.4659398005777653,5.851039045755288,0
